city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.92,Male,No relevant experience,No enrollment,Primary School,Other,10,Unknown,0,53,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,13,Early Stage Startup,1,12,0.0
0.843,Female,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,6,1.0
0.802,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,31,0.0
0.913,Male,Has relevant experience,No enrollment,Masters,STEM,7,Unknown,1,5,0.0
0.738,Male,Has relevant experience,No enrollment,Masters,STEM,13,Public Sector,5,66,1.0
0.92,Unknown,Has relevant experience,No enrollment,Phd,STEM,21,NGO,5,184,0.0
0.479,Unknown,Has relevant experience,Full time course,Graduate,STEM,5,Public Sector,1,4,0.0
0.6890000000000001,Male,Has relevant experience,No enrollment,Graduate,Other,17,Unknown,0,182,0.0
0.92,Unknown,No relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,1,113,0.0
0.527,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,0,94,0.0
0.92,Male,Has relevant experience,Full time course,Graduate,Humanities,10,Pvt Ltd,3,39,0.0
0.923,Unknown,No relevant experience,Full time course,Graduate,STEM,2,NGO,1,61,0.0
0.7759999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,2,103,0.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,20,Pvt Ltd,1,7,0.0
0.92,Unknown,No relevant experience,No enrollment,Graduate,No Major,3,Pvt Ltd,2,28,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,0,80,0.0
0.92,Male,Has relevant experience,Part time course,Graduate,STEM,3,Pvt Ltd,2,11,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,2,89,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,32,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,19,0.0
0.92,Male,Has relevant experience,No enrollment,Primary School,Other,9,NGO,2,157,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,0,110,0.0
0.926,Male,Has relevant experience,No enrollment,High School,Other,20,Pvt Ltd,5,90,0.0
0.92,Unknown,Has relevant experience,Full time course,Masters,STEM,8,Pvt Ltd,1,80,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Unknown,1,17,1.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,20,0.0
0.7759999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,56,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,109,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,2,118,0.0
0.682,Unknown,No relevant experience,No enrollment,Graduate,STEM,2,Unknown,1,72,1.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,3,9,0.0
0.754,Unknown,No relevant experience,No enrollment,Graduate,STEM,9,Public Sector,5,15,0.0
0.913,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,28,0.0
0.899,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,0,48,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Early Stage Startup,1,9,0.0
0.92,Male,No relevant experience,Full time course,High School,Other,4,Unknown,1,111,1.0
0.926,Male,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,5,28,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,1,17,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,7,Pvt Ltd,1,109,0.0
0.924,Unknown,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,3,35,0.0
0.55,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Funded Startup,1,3,0.0
0.92,Male,No relevant experience,No enrollment,Primary School,Other,1,Unknown,0,192,0.0
0.949,Male,No relevant experience,No enrollment,Masters,Arts,21,Pvt Ltd,5,136,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,0,34,0.0
0.91,Male,Has relevant experience,Full time course,Graduate,STEM,9,Unknown,5,48,0.0
0.887,Male,Has relevant experience,Part time course,Graduate,STEM,4,Funded Startup,4,94,0.0
0.855,Male,No relevant experience,No enrollment,High School,Other,7,Unknown,0,18,0.0
0.722,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Unknown,1,12,1.0
0.624,Female,Has relevant experience,No enrollment,Graduate,STEM,4,Funded Startup,1,172,1.0
0.893,Male,No relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,3,166,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,2,28,1.0
0.926,Unknown,No relevant experience,No enrollment,Masters,Other,15,Pvt Ltd,4,42,0.0
0.897,Unknown,No relevant experience,Full time course,Graduate,STEM,0,Unknown,0,18,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,3,18,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,5,9,0.0
0.8270000000000001,Male,No relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,62,0.0
0.89,Male,Has relevant experience,No enrollment,Primary School,Other,7,Pvt Ltd,2,20,0.0
0.804,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,1,51,0.0
0.92,Female,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,1,16,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,STEM,5,Unknown,0,16,0.0
0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,108,0.0
0.698,Male,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,326,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Unknown,1,10,1.0
0.92,Male,No relevant experience,Full time course,High School,Other,5,Unknown,0,53,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Funded Startup,1,17,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,5,56,1.0
0.915,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,20,0.0
0.887,Male,Has relevant experience,No enrollment,Masters,STEM,17,Pvt Ltd,5,14,0.0
0.92,Male,No relevant experience,No enrollment,Masters,STEM,7,Unknown,4,16,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,0,61,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Unknown,1,57,1.0
0.743,Female,No relevant experience,Full time course,High School,Other,4,Unknown,0,22,0.0
0.92,Female,No relevant experience,No enrollment,Graduate,Humanities,2,Unknown,1,10,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,4,Pvt Ltd,1,127,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,26,0.0
0.6890000000000001,Male,No relevant experience,Full time course,High School,Other,1,Unknown,1,30,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,5,27,0.0
0.897,Female,Has relevant experience,No enrollment,Masters,STEM,7,Pvt Ltd,1,34,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,Unknown,1,48,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,10,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,12,Pvt Ltd,4,62,0.0
0.897,Male,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,0,17,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,1,54,0.0
0.926,Unknown,No relevant experience,Full time course,Graduate,STEM,8,Unknown,0,9,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,1,144,0.0
0.92,Male,Has relevant experience,Part time course,Graduate,STEM,21,Pvt Ltd,3,42,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,No Major,4,Pvt Ltd,1,44,0.0
0.913,Unknown,Has relevant experience,Part time course,Graduate,STEM,8,Pvt Ltd,1,28,0.0
0.893,Unknown,No relevant experience,No enrollment,High School,Other,15,Pvt Ltd,2,46,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,Unknown,5,25,0.0
0.735,Unknown,Has relevant experience,Full time course,Graduate,STEM,3,Unknown,1,18,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,5,154,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,2,25,0.0
0.939,Male,No relevant experience,Full time course,High School,Other,3,Public Sector,1,30,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,Other,4,Pvt Ltd,1,48,0.0
0.926,Unknown,No relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,0,68,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Pvt Ltd,5,84,0.0
0.769,Unknown,Has relevant experience,Full time course,Graduate,STEM,5,Unknown,1,19,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,1,166,0.0
0.762,Male,Has relevant experience,No enrollment,Phd,STEM,15,Funded Startup,5,19,0.0
0.527,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,2,145,0.0
0.738,Unknown,No relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,1,44,0.0
0.921,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,1,35,0.0
0.89,Female,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,1,22,0.0
0.926,Male,No relevant experience,Full time course,High School,Other,6,Unknown,0,45,0.0
0.895,Female,No relevant experience,Full time course,Graduate,STEM,7,NGO,1,21,1.0
0.92,Unknown,No relevant experience,Full time course,High School,Other,4,Pvt Ltd,1,4,0.0
0.738,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,1,216,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,1,14,0.0
0.767,Unknown,No relevant experience,Full time course,Primary School,Other,3,Unknown,1,50,1.0
0.848,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,4,139,0.0
0.767,Male,Has relevant experience,No enrollment,Graduate,Business Degree,21,Pvt Ltd,0,11,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,15,NGO,1,77,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,0,8,0.0
0.926,Male,No relevant experience,No enrollment,Masters,Other,21,Pvt Ltd,0,52,0.0
0.698,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,4,39,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Public Sector,5,32,0.0
0.856,Male,Has relevant experience,No enrollment,Graduate,No Major,5,Pvt Ltd,1,83,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,4,0.0
0.91,Male,Has relevant experience,No enrollment,Masters,STEM,10,Pvt Ltd,1,18,0.0
0.767,Male,No relevant experience,Full time course,High School,Other,3,Unknown,0,49,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,166,0.0
0.926,Male,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,32,0.0
0.887,Male,Has relevant experience,No enrollment,Primary School,Other,4,Pvt Ltd,1,14,0.0
0.92,Unknown,Has relevant experience,No enrollment,High School,Other,5,NGO,1,140,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Funded Startup,2,20,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,3,23,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,Other,10,Funded Startup,3,14,0.0
0.698,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,1,45,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,52,0.0
0.92,Male,Has relevant experience,Part time course,Graduate,STEM,19,Public Sector,5,142,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,9,Public Sector,1,131,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,1,314,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,Humanities,0,Public Sector,1,196,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Early Stage Startup,1,27,0.0
0.624,Unknown,No relevant experience,Full time course,Graduate,Other,2,Unknown,0,61,0.0
0.92,Other,No relevant experience,Full time course,Graduate,STEM,6,Unknown,2,82,0.0
0.843,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,5,21,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,2,94,1.0
0.866,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,2,78,0.0
0.92,Male,No relevant experience,Part time course,Graduate,Other,9,Unknown,2,77,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,STEM,21,Unknown,2,105,0.0
0.479,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Public Sector,1,22,0.0
0.91,Female,Has relevant experience,No enrollment,High School,Other,9,Pvt Ltd,2,12,0.0
0.479,Female,No relevant experience,Part time course,Masters,STEM,9,Unknown,1,99,1.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,16,Unknown,4,76,0.0
0.624,Male,No relevant experience,Full time course,Graduate,STEM,5,Pvt Ltd,0,9,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,Humanities,4,Funded Startup,3,162,0.0
0.887,Male,No relevant experience,Part time course,Graduate,STEM,5,Unknown,3,54,0.0
0.91,Male,No relevant experience,No enrollment,Graduate,STEM,21,Unknown,0,78,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,5,140,1.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Funded Startup,1,5,1.0
0.754,Male,Has relevant experience,Part time course,Graduate,STEM,8,Unknown,3,110,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,5,Unknown,5,13,1.0
0.926,Male,No relevant experience,Full time course,Graduate,STEM,4,Unknown,0,37,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,0,3,0.0
0.926,Male,Has relevant experience,No enrollment,High School,Other,7,Pvt Ltd,1,85,0.0
0.6659999999999999,Female,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,14,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,4,94,0.0
0.624,Unknown,Has relevant experience,Part time course,Graduate,STEM,3,Unknown,1,9,1.0
0.92,Male,Has relevant experience,Full time course,High School,Other,6,Funded Startup,3,167,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,9,Pvt Ltd,1,14,0.0
0.804,Male,No relevant experience,Full time course,High School,Other,3,Pvt Ltd,1,4,0.0
0.843,Unknown,No relevant experience,No enrollment,Phd,STEM,9,Pvt Ltd,1,87,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,0,17,0.0
0.91,Male,Has relevant experience,No enrollment,Phd,STEM,21,NGO,1,23,0.0
0.92,Unknown,No relevant experience,No enrollment,Phd,Humanities,21,Public Sector,5,19,0.0
0.762,Unknown,No relevant experience,No enrollment,Masters,Arts,9,Pvt Ltd,5,10,0.0
0.903,Unknown,No relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,5,92,0.0
0.624,Unknown,No relevant experience,Full time course,Masters,STEM,4,Unknown,0,43,1.0
0.893,Male,No relevant experience,No enrollment,Masters,STEM,8,NGO,2,68,0.0
0.804,Unknown,No relevant experience,Full time course,Graduate,STEM,4,Unknown,0,33,0.0
0.754,Unknown,Has relevant experience,No enrollment,Graduate,STEM,11,Unknown,2,154,1.0
0.855,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,2,51,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,45,0.0
0.92,Other,Has relevant experience,No enrollment,High School,Other,4,Unknown,0,56,0.0
0.479,Male,No relevant experience,Full time course,Masters,Other,1,Other,1,23,1.0
0.64,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,5,30,0.0
0.893,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,1,50,1.0
0.92,Male,No relevant experience,No enrollment,High School,Other,4,Unknown,2,14,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,17,NGO,2,12,0.0
0.878,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,163,0.0
0.893,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,0,17,0.0
0.843,Male,Has relevant experience,No enrollment,Masters,STEM,15,Unknown,1,29,0.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,52,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Early Stage Startup,1,120,0.0
0.624,Male,No relevant experience,Full time course,High School,Other,6,Unknown,0,44,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,5,67,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,4,151,1.0
0.897,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,1,256,1.0
0.6659999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Pvt Ltd,2,14,0.0
0.84,Male,No relevant experience,No enrollment,High School,Other,3,Unknown,0,14,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,8,Funded Startup,3,81,1.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,2,Unknown,1,37,1.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,STEM,0,Pvt Ltd,1,22,0.0
0.92,Female,No relevant experience,No enrollment,Phd,STEM,7,Public Sector,4,28,0.0
0.754,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,1,42,0.0
0.7759999999999999,Male,No relevant experience,Full time course,Graduate,STEM,9,Unknown,1,50,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Funded Startup,1,105,0.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,0,162,1.0
0.743,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,4,6,0.0
0.92,Unknown,No relevant experience,No enrollment,Masters,Humanities,2,Early Stage Startup,1,43,0.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,2,41,0.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,1,40,0.0
0.836,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Pvt Ltd,2,50,0.0
0.804,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,1,21,0.0
0.698,Male,Has relevant experience,Full time course,Graduate,STEM,3,Unknown,1,83,1.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,14,0.0
0.682,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Unknown,1,26,0.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,21,Unknown,1,90,0.0
0.91,Female,No relevant experience,Full time course,Graduate,STEM,2,Pvt Ltd,2,122,0.0
0.899,Male,No relevant experience,Full time course,High School,Other,0,Unknown,0,37,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,Public Sector,5,5,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Funded Startup,1,78,0.0
0.893,Male,Has relevant experience,Full time course,High School,Other,5,Unknown,2,36,1.0
0.855,Female,Has relevant experience,No enrollment,Masters,STEM,6,Funded Startup,1,156,0.0
0.91,Male,No relevant experience,No enrollment,Graduate,STEM,20,Pvt Ltd,2,14,0.0
0.92,Unknown,Has relevant experience,No enrollment,Graduate,STEM,6,Funded Startup,1,24,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,97,1.0
0.939,Male,Has relevant experience,No enrollment,Graduate,STEM,6,Public Sector,2,19,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Pvt Ltd,1,57,1.0
0.8270000000000001,Male,No relevant experience,Full time course,Graduate,STEM,12,Unknown,0,3,0.0
0.767,Male,No relevant experience,Full time course,Masters,STEM,9,NGO,5,24,1.0
0.92,Male,No relevant experience,No enrollment,Masters,Other,21,Public Sector,5,34,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Humanities,3,Funded Startup,1,18,0.0
0.624,Male,Has relevant experience,Full time course,Graduate,STEM,7,Funded Startup,2,53,1.0
0.92,Male,No relevant experience,No enrollment,High School,Other,1,Pvt Ltd,0,40,0.0
0.91,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,2,84,0.0
0.92,Male,Has relevant experience,Full time course,High School,Other,4,Unknown,1,154,0.0
0.92,Male,Has relevant experience,No enrollment,High School,Other,21,Unknown,2,35,0.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,19,Unknown,5,14,1.0
0.479,Unknown,No relevant experience,No enrollment,Graduate,STEM,1,Pvt Ltd,1,110,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,3,Unknown,1,97,1.0
0.624,Male,Has relevant experience,No enrollment,Masters,STEM,15,Pvt Ltd,1,75,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,Pvt Ltd,5,39,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,7,Unknown,0,109,1.0
0.926,Male,No relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,1,58,0.0
0.91,Male,No relevant experience,Full time course,Graduate,STEM,3,Unknown,0,35,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Arts,5,Pvt Ltd,2,22,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Pvt Ltd,5,85,0.0
0.624,Male,Has relevant experience,Full time course,Primary School,Other,2,Public Sector,2,50,1.0
0.92,Female,Has relevant experience,No enrollment,Graduate,Humanities,4,Funded Startup,3,127,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,9,Pvt Ltd,5,276,0.0
0.903,Unknown,Has relevant experience,No enrollment,Graduate,Arts,17,Unknown,3,47,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,11,Pvt Ltd,2,16,0.0
0.903,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,1,14,0.0
0.92,Unknown,No relevant experience,Full time course,Graduate,STEM,2,Unknown,1,26,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,15,Funded Startup,2,64,0.0
0.926,Male,No relevant experience,Full time course,Masters,STEM,5,Unknown,1,10,1.0
0.8959999999999999,Male,Has relevant experience,No enrollment,Masters,STEM,13,Public Sector,2,88,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,STEM,5,Pvt Ltd,5,46,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,10,Pvt Ltd,4,29,0.0
0.743,Female,Has relevant experience,No enrollment,Graduate,STEM,16,Unknown,2,31,0.0
0.925,Male,Has relevant experience,No enrollment,Graduate,STEM,2,Pvt Ltd,1,9,0.0
0.926,Male,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,2,28,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,16,Pvt Ltd,2,121,0.0
0.939,Unknown,No relevant experience,No enrollment,High School,Other,1,Pvt Ltd,1,83,1.0
0.897,Male,Has relevant experience,No enrollment,Graduate,STEM,18,Pvt Ltd,5,23,0.0
0.624,Male,Has relevant experience,Full time course,High School,Other,9,Pvt Ltd,1,28,0.0
0.898,Male,No relevant experience,Full time course,Graduate,STEM,6,Unknown,0,47,0.0
0.92,Other,Has relevant experience,No enrollment,Graduate,STEM,4,Unknown,1,141,0.0
0.856,Female,Has relevant experience,No enrollment,Masters,STEM,12,Funded Startup,1,162,0.0
0.55,Unknown,Has relevant experience,No enrollment,Graduate,STEM,5,Pvt Ltd,1,45,0.0
0.878,Male,No relevant experience,No enrollment,Primary School,Other,2,Unknown,0,47,0.0
0.866,Male,Has relevant experience,No enrollment,Masters,STEM,8,Pvt Ltd,2,32,0.0
0.624,Unknown,Has relevant experience,Full time course,Graduate,Other,2,Pvt Ltd,1,12,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,84,0.0
0.55,Male,Has relevant experience,Full time course,Graduate,STEM,4,Unknown,1,69,1.0
0.92,Male,Has relevant experience,No enrollment,Masters,STEM,21,Pvt Ltd,5,24,0.0
0.624,Unknown,No relevant experience,Full time course,Masters,STEM,6,Unknown,1,3,1.0
0.624,Male,No relevant experience,Full time course,High School,Other,4,Pvt Ltd,0,58,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,21,NGO,1,28,0.0
0.624,Male,No relevant experience,Full time course,High School,Other,5,Unknown,0,18,0.0
0.698,Unknown,Has relevant experience,Part time course,Graduate,STEM,5,Unknown,1,17,0.0
0.855,Unknown,No relevant experience,No enrollment,High School,Other,8,Unknown,1,80,0.0
0.926,Male,No relevant experience,No enrollment,High School,Other,8,Unknown,0,124,0.0
0.926,Male,No relevant experience,No enrollment,Graduate,Other,3,Unknown,0,47,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,Other,5,Pvt Ltd,5,91,1.0
0.92,Male,Has relevant experience,Full time course,Graduate,STEM,16,Pvt Ltd,1,46,1.0
0.926,Male,No relevant experience,Full time course,Masters,STEM,19,Unknown,5,13,1.0
0.897,Male,Has relevant experience,No enrollment,Masters,STEM,12,Pvt Ltd,4,136,0.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,19,Unknown,5,3,1.0
0.92,Male,Has relevant experience,No enrollment,Graduate,STEM,13,Pvt Ltd,1,94,1.0
0.843,Unknown,Has relevant experience,No enrollment,Graduate,STEM,17,Funded Startup,1,70,1.0
0.92,Male,No relevant experience,No enrollment,Graduate,STEM,11,Pvt Ltd,4,60,0.0
0.926,Unknown,Has relevant experience,No enrollment,Graduate,STEM,14,Unknown,1,65,1.0
0.624,Unknown,Has relevant experience,No enrollment,Graduate,STEM,2,Unknown,1,65,1.0
0.527,Male,Has relevant experience,Part time course,Masters,STEM,8,Pvt Ltd,5,37,0.0
0.624,Male,Has relevant experience,No enrollment,Graduate,STEM,3,Pvt Ltd,1,57,1.0
0.926,Female,No relevant experience,Part time course,Graduate,STEM,5,Pvt Ltd,1,10,0.0
0.92,Unknown,Has relevant experience,No enrollment,Masters,No Major,21,Pvt Ltd,0,29,0.0
0.913,Unknown,Has relevant experience,No enrollment,Graduate,Humanities,0,NGO,1,18,1.0
0.5579999999999999,Male,Has relevant experience,No enrollment,Graduate,STEM,4,Pvt Ltd,1,11,1.0
0.624,Male,No relevant experience,No enrollment,Graduate,Other,7,Unknown,0,46,1.0
0.92,Male,No relevant experience,No enrollment,High School,Other,9,Unknown,0,20,0.0
0.91,Unknown,No relevant experience,No enrollment,High School,Other,5,Pvt Ltd,1,70,0.0
0.92,Male,Has relevant experience,No enrollment,Phd,STEM,21,Pvt Ltd,0,144,0.0
